,Price,Bedroom,Area,Title,Place,Post Timing,Finishing,House Type,Parking Type,Bathroom,Link
2058,1099500,4,,"Luxurious Living that's Affordable - Home in Langley. 4 Beds, 3 Baths",Langley,2020-06-09T21:05:03-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/luxurious-living-thats-affordable-home/7139048260.html
2059,195000,2,1107,"It feels good to be home! Condos in Abbotsford. 2 Beds, 1 Baths",Abbotsford,2020-06-09T21:03:25-0700,unfurnished,condo,NA,1,https://vancouver.craigslist.org/rds/reb/d/it-feels-good-to-be-home-condos-in/7139047893.html
2060,1739900,5,3343,"How would you rate this home? Home in Langley. 5 Beds, 2 Baths",Langley,2020-06-09T21:02:15-0700,unfurnished,house,NA,2.5,https://vancouver.craigslist.org/rds/reb/d/how-would-you-rate-this-home-home-in/7139047599.html
2061,1550000,5,5,"House for sale 1,550,000",Surrey,2020-06-09T20:21:14-0700,unfurnished,house,NA,2.5,https://vancouver.craigslist.org/rds/reo/d/surrey-upper-west-house-for-sale/7139036675.html
2062,1550000,2,,"Lot - 5,400 sqft, -North Vancouver, Central Lonsdale",Vancouver,2020-06-09T19:36:18-0700,unfurnished,house,NA,2.5,https://vancouver.craigslist.org/van/reo/d/north-vancouver-east-central-lot-sqft/7139022480.html
2063,400000,NA,NA,Lower Sumas Lot 4000sqft,Abbotsford,2020-06-09T19:03:09-0700,unfurnished,land,NA,2.5,https://vancouver.craigslist.org/rds/reo/d/abbotsford-southeast-lower-sumas-lot/7139010799.html
2064,NA,r,,Beautifully Updated 2 Bedroom Corner Unit,"           (google map)
       ",2020-06-09T18:51:19-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-beautifully-updated-2-bedroom/7139006493.html
2065,949000,3,133,New Town House For Sale In Richmond - 3 Bedroom,Richmond,2020-06-09T18:25:30-0700,unfurnished,townhouse,attached garage,2.5,https://vancouver.craigslist.org/van/reo/d/richmond-new-town-house-for-sale-in/7138996295.html
2066,699900,2,,Amazing Condo! Don’t Miss This One!,"1203 Eastwood St, Coquitlam",2020-06-09T17:48:25-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-amazing-condo/7138980519.html
2067,519900,2,,This Condo Is Only 1 Year Old W/ 2-5-10 Warranty Still In Place,410-12460 191 Street Pitt Meadows,2020-06-09T17:41:16-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/pitt-meadows-this-condo-is-only-1-year/7138977350.html
2068,899000,2,9,"INVESTOR ALERT, SHORT TERM RENTALS ALLOWED !",Downtown Vancouver,2020-06-09T17:29:34-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-investor-alert-short-term/7138972060.html
2069,1,NA,NA,Wanted Development Land,Langley/Surrey,2020-06-09T17:09:53-0700,unfurnished,land,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-township-northwest-wanted/7138963019.html
2070,585000,3,1,Townhouse Morgan Crossing,White Rock/ Morgan Crossing,2020-06-09T16:34:50-0700,unfurnished,townhouse,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/surrey-townhouse-morgan-crossing/7138945176.html
2071,890000,4,,Townhouse,South Surrey/White Rock,2020-06-05T22:01:11-0700,unfurnished,townhouse,attached garage,4,https://vancouver.craigslist.org/rds/reb/d/surrey-townhouse/7136728105.html
2072,105000,4,41,Waterview Lot including Custom House Plans,Port Alberni,2020-05-24T16:21:31-0700,unfurnished,apartment,NA,4,https://vancouver.craigslist.org/van/reo/d/port-alberni-waterview-lot-including/7129832927.html
2073,1000000,5,,Bear Creek Special,Surrey,2020-06-09T15:46:01-0700,furnished,house,attached garage,3,https://vancouver.craigslist.org/rds/reb/d/surrey-upper-west-bear-creek-special/7138919212.html
2074,998000,3,,TOWNHOUSE - Fraserview area NEW WEST,New Westminster,2020-06-09T14:30:59-0700,unfurnished,townhouse,attached garage,4,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-northeast-townhouse/7138874606.html
2075,1188000,3,1,Fabulous Vancouver 3 B/R Townhouse.,63 Keefer Place,2020-06-09T14:23:49-0700,unfurnished,townhouse,attached garage,3,https://vancouver.craigslist.org/van/reb/d/fabulous-vancouver-3-r-townhouse/7138869997.html
2076,1518800,4,4649,North Delta House for Sale - 7500 Garfield Dr,Royal York,2020-06-09T14:16:50-0700,unfurnished,apartment,NA,4.5,https://vancouver.craigslist.org/rds/reb/d/delta-northeast-north-delta-house-for/7138865513.html
2077,425000,3,681,KEATS ISLAND GETAWAY!,KEATS ISLAND,2020-06-09T14:07:56-0700,unfurnished,NA,NA,1,https://vancouver.craigslist.org/nvn/reb/d/north-island-keats-island-getaway/7138859611.html
2078,2189000,5,,Gorgeous Home on a Tree Lined Street!,Vancouver,2020-06-09T12:54:35-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/van/reb/d/vancouver-gorgeous-home-on-tree-lined/7138810274.html
2079,1288000,6,3904,Quality Built Custom Home!,Langley,2020-06-09T12:35:54-0700,unfurnished,house,NA,5,https://vancouver.craigslist.org/rds/reb/d/langley-quality-built-custom-home/7138796957.html
2080,825000,NA,NA,"7,373 SQUARE FOOT BUILDING LOT FOR SALE – NEW BROOKSWOOD LANGLEY",(209 STREET and 34 AVENUE),2020-06-09T12:22:28-0700,unfurnished,land,NA,5,https://vancouver.craigslist.org/rds/reo/d/langley-township-northwest-7373-square/7138787499.html
2081,1239800,2,1,White Rock Condo for Sale - #308 - 1501 Vidal St,White Rock,2020-06-09T12:20:59-0700,unfurnished,apartment,NA,2.5,https://vancouver.craigslist.org/rds/reb/d/white-rock-white-rock-condo-for-sale/7138786435.html
2082,1049000,4,1434,Move In Ready!,Surrey,2020-06-09T12:14:25-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-move-in-ready/7138781559.html
2083,888000,3,1135,Renovated Little Gem!,Richmond,2020-06-09T12:02:20-0700,unfurnished,duplex,NA,2,https://vancouver.craigslist.org/rch/reb/d/richmond-renovated-little-gem/7138772638.html
2084,3990000,5,3790,Renovated House!,Surrey,2020-06-09T11:51:47-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-renovated-house/7138764800.html
2085,619000,3,,Large Townhome!,Maple Ridge,2020-06-09T11:29:54-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-large-townhome/7138748618.html
2086,547000,3,1335,Tastefully Updated Unit!,Langley,2020-06-09T11:39:21-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-tastefully-updated-unit/7138755695.html
2087,1198000,5,,North Delta House for Sale - 11832 64 Avenue,Sunshine Hills,2020-06-09T11:35:54-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/rds/reb/d/delta-east-north-delta-house-for-sale/7138753181.html
2088,1099900,5,37,Absolutely Stunning!,Surrey,2020-06-09T11:19:25-0700,unfurnished,house,NA,6,https://vancouver.craigslist.org/rds/reb/d/surrey-absolutely-stunning/7138740745.html
2089,575000,3,,Half Duplex for Sale - 762 Lampson St,Victoria,2020-06-09T11:27:09-0700,unfurnished,duplex,NA,2,https://vancouver.craigslist.org/rch/reb/d/esquimalt-half-duplex-for-sale-lampson/7138746586.html
2090,575000,3,,Half Duplex for Sale - 762 Lampson St,Victoria,2020-06-09T11:18:09-0700,unfurnished,duplex,NA,2,https://vancouver.craigslist.org/pml/reb/d/esquimalt-half-duplex-for-sale-lampson/7138739770.html
2091,1328000,5,,Very Nicely Updated!,Burnaby,2020-06-09T10:51:46-0700,unfurnished,house,NA,5,https://vancouver.craigslist.org/bnc/reb/d/burnaby-very-nicely-updated/7138719810.html
2092,718880,5,1,1/2 Duplex with HUGE lot now available for Sale,North Surrey,2020-06-09T10:53:42-0700,unfurnished,duplex,detached garage,2,https://vancouver.craigslist.org/rds/reb/d/surrey-1-2-duplex-with-huge-lot-now/7138721306.html
2093,575000,3,,Half Duplex for Sale - 762 Lampson St,Victoria,2020-06-09T10:39:57-0700,unfurnished,duplex,NA,2,https://vancouver.craigslist.org/rds/reb/d/esquimalt-half-duplex-for-sale-lampson/7138710703.html
2094,460000,1,649,706 - 988 Quayside Drive - CHIC CITY DWELLING,New Westminster,2020-06-09T10:38:49-0700,unfurnished,apartment,no parking,1,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-quayside-drive-chic/7138709821.html
2095,650000,4,,Feels Like A Detached Home!,Langley,2020-06-09T10:18:20-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/langley-feels-like-detached-home/7138694049.html
2096,389000,1,569,Terrific Home!,Vancouver,2020-06-09T09:46:50-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-terrific-home/7138669882.html
2097,950000,3,1,♡ Renovated 3BR/2BA Townhouse near Robson st,West End Downtown Vancouver,2020-05-12T09:52:45-0700,unfurnished,townhouse,detached garage,2,https://vancouver.craigslist.org/van/reo/d/vancouver-renovated-3br-2ba-townhouse/7122893056.html
2098,1785000,3,,Hillside Home!,North Vancouver,2020-06-09T09:38:20-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-hillside-home/7138663273.html
2099,549900,3,1395,Immaculate 2 Storey End Unit Townhouse!,Maple Ridge,2020-06-09T09:20:14-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-immaculate-2-storey-end/7138649095.html
2100,379900,1,889,Corner Unit At Chancellor Place!,Delta,2020-06-09T09:10:46-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/delta-corner-unit-at-chancellor-place/7138641793.html
2101,80000,5,889,House on Acreage,Aldergrove,2020-06-05T20:35:04-0700,unfurnished,apartment,NA,3,https://vancouver.craigslist.org/van/reo/d/aldergrove-house-on-acreage/7136708544.html
2102,519900,2,,This Condo Is Only 1 Year Old W/ 2-5-10 Warranty Still In Place,410-12460 191 Street Pitt Meadows,2020-06-08T22:38:03-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/pitt-meadows-this-condo-is-only-1-year/7138449721.html
2103,1650,1,,One Bedroom Suite Must See! Location,WEST VANCOUVER,2020-06-08T20:57:16-0700,unfurnished,apartment,NA,0,https://vancouver.craigslist.org/nvn/reo/d/west-vancouver-south-one-bedroom-suite/7138428736.html
2104,1,8,,Trade your Pt Grey/Kits house for my rental gold mine??,Pt Grey,2020-06-05T13:45:43-0700,unfurnished,house,attached garage,0,https://vancouver.craigslist.org/van/reo/d/vancouver-trade-your-pt-grey-kits-house/7136520289.html
2105,585000,3,16,Bright 3 Bedroom End Unit Home In The Prestigious Spencer Green,Langley,2020-05-15T09:32:26-0700,unfurnished,townhouse,attached garage,3,https://vancouver.craigslist.org/rds/reb/d/langley-bright-3-bedroom-end-unit-home/7124603859.html
2106,989000,5,3000,5 Bed 4.5 Bath House for Sale in Cloverdale!!,"           (google map)
       ",2020-06-08T17:16:06-0700,unfurnished,house,attached garage,4.5,https://vancouver.craigslist.org/rds/reo/d/surrey-5-bed-45-bath-house-for-sale-in/7138346477.html
2107,1258800,6,3000,"Legal side by side duplex on a huge 10,732sf lot.",Langley Aldergrove,2020-06-08T16:55:10-0700,unfurnished,duplex,NA,4,https://vancouver.craigslist.org/rds/reo/d/aldergrove-legal-side-by-side-duplex-on/7138336343.html
2108,829000,1,7,Log and Beam Style Townhome steps from ski in/out access!,"Nordic, Whistler",2020-06-08T16:45:20-0700,furnished,townhouse,attached garage,1,https://vancouver.craigslist.org/van/reb/d/gibsons-log-and-beam-style-townhome/7138331377.html
2109,589000,2,11,EXCLUSIVE LISTING! #206-38167 CLEVELAND AVE,Squamish,2020-06-08T16:41:59-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/squamish-exclusive-listing-cleveland-ave/7138329673.html
2110,469000,1,616,GREAT DOWNTOWN CONDO - 1211 VILLAGE GREEN WAY #218,Squamish,2020-06-08T16:29:09-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/nvn/reb/d/squamish-great-downtown-condo-village/7138323042.html
2111,339900,2,935,New New New Listing!!!,Abbotford,2020-06-08T16:11:46-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/abbotsford-new-new-new-listing/7138313789.html
2112,324900,1,947,#404-12148-224 Street,Maple Ridge,2020-06-08T16:09:40-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-street/7138312632.html
2113,1399000,4,,GORGEOUS HOME IN GARIBALDI ESTATES - 41332 Tantalus Rd,Squamish,2020-06-08T16:07:04-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/nvn/reb/d/squamish-gorgeous-home-in-garibaldi/7138311203.html
2114,519000,1,604,[VIRTUAL TOUR] Condo in West Coquitlam,"           (google map)
       ",2020-06-08T16:02:47-0700,unfurnished,condo,NA,1,https://vancouver.craigslist.org/bnc/reb/d/coquitlam-virtual-tour-condo-in-west/7138308847.html
2115,2348800,7,7,"7490 No. 4 Road, Richmond",McLennan,2020-06-08T15:59:58-0700,unfurnished,house,attached garage,9+,https://vancouver.craigslist.org/rch/reb/d/richmond-7490-no-4-road-richmond/7138307300.html
2116,22900,NA,NA,"Don't buy a 2nd car, buy land!!!!","Amherst Head, Nova Scotia",2020-06-08T15:39:51-0700,unfurnished,apartment,NA,9+,https://vancouver.craigslist.org/van/reo/d/vancouver-dont-buy-2nd-car-buy-land/7138296400.html
2117,1850000,2,1466,Lovely 2 Bed 2 Bath Condo in quiet Point Grey Road,Kitsilano,2020-06-08T15:51:04-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-lovely-2-bed-2-bath-condo-in/7138302617.html
2118,869000,3,,PRICE DROP! - DESIRABLE DUPLEX IN RIVENDALE - #9 - 41488 Brennan Rd.,Brackendale,2020-06-08T15:42:19-0700,unfurnished,duplex,attached garage,3,https://vancouver.craigslist.org/nvn/reb/d/north-island-price-drop-desirable/7138297756.html
2119,1298000,4,1610,"Out with the old, in with the new! Duplex in Vancouver. 4 Beds, 2 Baths",Vancouver,2020-05-25T13:56:27-0700,unfurnished,duplex,NA,2.5,https://vancouver.craigslist.org/van/reb/d/out-with-the-old-in-with-the-new-duplex/7130264161.html
2120,365000,NA,NA,New West Studio Assignment! Best Value/Deal,New West,2020-06-08T15:15:01-0700,unfurnished,apartment,NA,2.5,https://vancouver.craigslist.org/bnc/reo/d/new-westminster-southwest-new-west/7138282074.html
2121,1580000,5,,BEAUTIFUL SQUAMISH HOME - 3311 Aristotle Place,Squamish,2020-06-08T15:11:47-0700,unfurnished,house,attached garage,5,https://vancouver.craigslist.org/nvn/reb/d/squamish-beautiful-squamish-home/7138280128.html
2122,575000,3,,Half Duplex for Sale - 762 Lampson St,Victoria,2020-06-08T14:51:12-0700,unfurnished,duplex,NA,2,https://vancouver.craigslist.org/bnc/reb/d/esquimalt-half-duplex-for-sale-lampson/7138266910.html
2123,575000,3,,Half Duplex for Sale - 762 Lampson St,Victoria,2020-06-08T14:50:18-0700,unfurnished,duplex,NA,2,https://vancouver.craigslist.org/nvn/reb/d/esquimalt-half-duplex-for-sale-lampson/7138266399.html
2124,575000,3,,Half Duplex for Sale - 762 Lampson St,Victoria,2020-06-08T14:49:22-0700,unfurnished,duplex,NA,2,https://vancouver.craigslist.org/van/reb/d/esquimalt-half-duplex-for-sale-lampson/7138265800.html
2125,289900,1,851,TOP FLOOR AGE RESTRICTED RIVER VIEW CONDO,MAPLE RIDGE,2020-06-08T14:43:19-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-top-floor-age-restricted/7138261939.html
2126,1369000,5,1755,Trillion - 12 Duplex Presale Project in Richmond,Richmond,2020-05-20T17:35:54-0700,unfurnished,duplex,attached garage,4,https://vancouver.craigslist.org/rch/reb/d/richmond-trillion-12-duplex-presale/7127705624.html
2127,698000,3,1,8009 139A Ave,Bear Creek,2020-06-08T13:09:01-0700,unfurnished,house,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-upper-west-a-ave/7138198718.html
2128,599999,2,9,BRAND NEW CONDO LISTING FOR SALE!! 1103-5848 Olive Avenue,Burnaby Metrotown,2020-05-13T13:40:40-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/burnaby-brand-new-condo-listing-for/7123628287.html
2129,324900,2,830,Attn First Time Buyers & Downsizers!!,Maple Ridge,2020-06-08T12:54:28-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-attn-first-time-buyers/7138188405.html
2130,1249888,4,,THIS PROPERTY IS AN INVESTORS DREAM!,New Westminster,2020-05-17T12:55:09-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-southwest-this-property/7125813661.html
2131,408000,1,601,BEST PRICED 1 Bed + 1 Bath on Burnaby Mountain,Univercity / Burnaby Mountain / SFU,2020-06-08T12:24:39-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/bnc/reb/d/burnaby-best-priced-1-bed-1-bath-on/7138166869.html
2132,759900,3,1097,villa jardin class & elegance for sale  ..views views,burnaby - edmonds - south slope,2020-06-08T12:18:06-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-villa-jardin-class-elegance-for/7138162224.html
2133,774800,1,909,fab location  !rare !  mt pleasant loft 336 east 1st,vancouver/ mt pleasant/main street,2020-06-08T12:17:57-0700,unfurnished,apartment,NA,0,https://vancouver.craigslist.org/van/reb/d/vancouver-fab-location-rare-mt-pleasant/7138162103.html
2134,539000,2,900,2 bedroom waterfront 900 sq feet wit 50 ft boatslip,1250 stewart nanimo b.c.,2020-05-11T14:24:50-0700,furnished,condo,NA,2,https://vancouver.craigslist.org/van/reo/d/nanaimo-central-2-bedroom-waterfront/7122492365.html
2135,NA,NA,NA,Custom home builders,Vancouver,2020-05-11T09:39:50-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reo/d/delta-east-custom-home-builders/7122287433.html
2136,1980000,3,1350,202 2239 W7th ( Yew & Vine ) KITS FOR SALE,Vancouver,2020-05-11T11:19:25-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-w7th-yew-vine-kits-for-sale/7122363009.html
2137,2976,6,691,★ ★TURNKEY RETAIL SPACE IN BURNABY FOR LEASE ★ ★,Burnaby,2020-05-22T11:34:16-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-turnkey-retail-space-in-burnaby/7128639745.html
2138,1329000,NA,NA,Chimney Heights 3 Level Custom Home,NA,2020-06-08T11:04:19-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-east-chimney-heights-3-level/7138106847.html
2139,1380000,4,,IMMACULATE 4 BED FRASERVIEW CORNER LOT WITH DOUBLE GARAGE,7383 Dumfries Street - Fraserview,2020-05-11T12:11:43-0700,unfurnished,house,detached garage,3,https://vancouver.craigslist.org/van/reb/d/vancouver-immaculate-4-bed-fraserview/7122401328.html
2140,1600,2,1100,LARGE & SPACIOUS 2 Bed + full Bath in Westwood Plateau,Coquitlam,2020-06-08T09:41:46-0700,unfurnished,house,street parking,1,https://vancouver.craigslist.org/pml/reo/d/coquitlam-large-spacious-2-bed-full/7138042752.html
2141,1199000,7,3781,Start Your HGTV Cooking Show HERE!,Langley,2020-05-25T09:01:55-0700,unfurnished,house,attached garage,7,https://vancouver.craigslist.org/rds/reb/d/langley-township-northwest-start-your/7130082141.html
2142,445000,2,893,2 br/2bath condo - The Grove,Langley,2020-05-25T08:13:39-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-2-br-2bath-condo-the-grove/7130053743.html
2143,NA,NA,NA,✔ CONSTRUCTION TIME-LAPSE,Surrey,2020-05-11T15:09:26-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reo/d/construction-time-lapse/7122519340.html
2144,2600000,6,NA,15.5 AC BLUEBERRY FARM FOR SALE,ABBOTSFORD,2020-06-08T06:51:50-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/abbotsford-155-ac-blueberry-farm-for/7137920617.html
2145,1599000,3,16,Spectacular Views!,New Westminster,2020-06-08T06:42:54-0700,unfurnished,apartment,NA,3,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-spectacular-views/7137915514.html
2146,538900,3,756,1 year old beatiful condo near sky train,Surrey,2020-06-07T23:39:23-0700,unfurnished,condo,attached garage,2.5,https://vancouver.craigslist.org/van/reb/d/surrey-1-year-old-beatiful-condo-near/7137829132.html
2147,1249000,4,,Newly renovated house in Brookswood,36 ave & 196A st,2020-05-12T01:20:23-0700,furnished,house,detached garage,4,https://vancouver.craigslist.org/rds/reo/d/langley-newly-renovated-house-in/7122697266.html
2148,895000,7,7450,7450 sq foot lot for sale in Brookswood,209 ave & 34a Ave Langley,2020-05-12T01:22:01-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/rds/reo/d/langley-7450-sq-foot-lot-for-sale-in/7122697397.html
2149,895000,7,7450,7450 sq foot lot for sale in Brookswood,209 ave & 34a Ave Langley,2020-06-07T22:59:08-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/rds/reo/d/langley-7450-sq-foot-lot-for-sale-in/7137824180.html
2150,599999,2,9,2BR / 2 Bath at The Sonnet (not on the market),Burnaby,2020-05-14T02:27:06-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-2br-2-bath-at-the-sonnet-not-on/7123859658.html
2151,NA,NA,NA,Subdivision Engineering offered,Surrey,2020-06-07T22:04:48-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reo/d/surrey-subdivision-engineering-offered/7137815424.html
2152,NA,NA,NA,Looking for People who want to purchase an acreage for a eco community,Vancouver,2020-05-29T10:11:40-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reo/d/surrey-north-looking-for-people-who/7132429690.html
2153,1850,2,1100,&&&&furnished 2 bedroom &&&&,Coquitlam,2020-06-07T20:18:44-0700,furnished,house,street parking,1,https://vancouver.craigslist.org/pml/reo/d/port-coquitlam-north-furnished-2/7137790000.html
2154,519900,2,,This Condo Is Only 1 Year Old W/ 2-5-10 Warranty Still In Place,410-12460 191 Street Pitt Meadows,2020-06-07T18:09:08-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/pitt-meadows-this-condo-is-only-1-year/7137746971.html
2155,NA,NA,NA,✔ CONSTRUCTION TIME-LAPSE,Surrey,2020-05-11T06:52:44-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reo/d/construction-time-lapse/7122172902.html
2156,488000,2,1050,Richmond Condo for Sale for Age 55+,Richmond,2020-06-07T14:10:04-0700,furnished,condo,attached garage,2,https://vancouver.craigslist.org/rch/reb/d/richmond-richmond-condo-for-sale-for/7137635572.html
2157,375000,2,1800,Unique Float home/Boathouse for Sale,Richmond,2020-05-11T12:09:07-0700,furnished,condo,street parking,2,https://vancouver.craigslist.org/rch/reo/d/richmond-unique-float-home-boathouse/7122399498.html
2158,375000,2,1800,Unique Boathouse - Float home for Sale in Richmond,"Richmond, B.C.",2020-05-11T13:24:53-0700,unfurnished,condo,street parking,2,https://vancouver.craigslist.org/rch/reo/d/richmond-unique-boathouse-float-home/7122452759.html
2159,68000,1,1800,40' by 12 feet Houseboat,North Vancouver,2020-06-07T11:36:37-0700,furnished,apartment,NA,1,https://vancouver.craigslist.org/van/reo/d/north-vancouver-40-by-12-feet-houseboat/7137543635.html
2160,125000,1,1300,HOUSE FOR SALE LARGE WITH CHARACTER ON WARM VANCOUVER ISLAND,NA,2020-06-07T06:44:47-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/van/reo/d/vancouver-house-for-sale-large-with/7137380707.html
2161,105000,2,368,Tiny House on Wheels,Vancouver,2020-05-11T09:10:55-0700,unfurnished,NA,NA,0,https://vancouver.craigslist.org/van/reo/d/campbell-river-central-tiny-house-on/7122265266.html
2162,105000,2,368,Tiny House on Wheels,Vancouver,2020-05-11T09:20:08-0700,unfurnished,NA,NA,0,https://vancouver.craigslist.org/van/reo/d/campbell-river-central-tiny-house-on/7122272275.html
2163,1586000,7,4498,"This is just too easy! Home in Surrey. 7 Beds, 8 Baths",Surrey,2020-06-06T23:01:49-0700,unfurnished,house,NA,shared,https://vancouver.craigslist.org/rds/reb/d/this-is-just-too-easy-home-in-surrey-7/7137308404.html
2164,1586000,7,4498,"This is just too easy! Home in Surrey. 7 Beds, 8 Baths",Surrey,2020-06-06T23:01:15-0700,unfurnished,house,NA,shared,https://vancouver.craigslist.org/bnc/reb/d/this-is-just-too-easy-home-in-surrey-7/7137308328.html
2165,363800,1,6,"Resort living, million dollar view, 629sf 1br condo","Surrey, Guildford",2020-06-06T22:45:09-0700,unfurnished,house,attached garage,1,https://vancouver.craigslist.org/rds/reo/d/surrey-resort-living-million-dollar/7137306184.html
2166,1159000,8,3500,"House of the week!  in Surrey. 8 Beds, 4 Baths",Surrey,2020-06-06T21:05:41-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/rds/reb/d/house-of-the-week-in-surrey-8-beds-4/7137289295.html
2167,NA,NA,NA,Own a home and need extra cash?,"Surrey, BC",2020-05-11T11:37:18-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/van/reb/d/surrey-northeast-own-home-and-need/7122376588.html
2168,729000,1,717,"One Bedroom, Den, Flex room and Balcony","Downtown, Vancouver",2020-05-29T13:17:24-0700,unfurnished,apartment,no parking,1,https://vancouver.craigslist.org/van/reo/d/vancouver-one-bedroom-den-flex-room-and/7132558640.html
2169,190000,NA,NA,Rv park membership,Harrison Hot Springs,2020-05-24T18:02:40-0700,furnished,NA,NA,1,https://vancouver.craigslist.org/pml/reo/d/harrison-lake-region-rv-park-membership/7129870185.html
2170,899000,2,9,"JUST LISTED, 2 bed, 2 bath, no restrictions !",Vancouver,2020-06-06T16:56:02-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-just-listed-2-bed-2-bath-no/7137210826.html
2171,859000,4,,Abbotsford Home For Sale-27723 Lantern Avenue,Abbotsford,2020-06-06T16:17:58-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/rch/reb/d/abbotsford-west-abbotsford-home-for/7137193781.html
2172,859000,4,,Abbotsford Home for Sale-27723 Lantern Avenue,Abbotsford,2020-06-06T16:13:22-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/pml/reb/d/abbotsford-west-abbotsford-home-for/7137191717.html
2173,859000,4,,Abbotsford Home for Sale-27723 Lantern Avenue,Abbotsford,2020-06-06T16:07:43-0700,unfurnished,house,detached garage,3,https://vancouver.craigslist.org/nvn/reb/d/abbotsford-west-abbotsford-home-for/7137189139.html
2174,NA,r,,Abbotsford Detached Home for Sale-27723 Lantern Avenue,Lantern Avenue-Abbotsford,2020-06-06T16:07:28-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/bnc/reb/d/abbotsford-west-abbotsford-detached/7137189051.html
2175,45000,2,1180,Wanted : Rent To Own $371/mo 0 Down,West Vancouver,2020-06-06T15:25:15-0700,unfurnished,NA,attached garage,1.5,https://vancouver.craigslist.org/nvn/reo/d/west-vancouver-wanted-rent-to-own-371/7137168128.html
